decision_id,column_name,target_dim,validation_status,n_affected,claimed_enum_block_example,current_desc_example,suggested_replacement,delusional_ids,mismatched_labels,missing_ids_from_canonical,target_dim_md,resolution_strategy,affected_targets_json,notes,decision,override_text
IsSettled__NO_TARGET,IsSettled,,no_target,1,"1=settled, 0=unsettled, -1=other/unknown","Settlement status from Fact_CustomerAction. 1=settled, 0=unsettled, -1=other/unknown. Indicates whether the trading position was settled at the time of the action. (Tier 2 — SP_VAT_Transaction)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_VAT_Transactions.md"", ""line_no"": 112, ""claimed_pairs"": ""1=settled; 0=unsettled; -1=other/unknown""}]",,,
Is_Assessment_101_104_Pass__NO_TARGET,Is_Assessment_101_104_Pass,,no_target,1,"1=selected AnswerID 102 (correct), 0=selected wrong answer, -1=version not taken","Pass flag for 101-104 version. 1=selected AnswerID 102 (correct), 0=selected wrong answer, -1=version not taken. (Tier 2 -- SP_KYC_Panel)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Knowledge_Assessment.md"", ""line_no"": 142, ""claimed_pairs"": ""1=selected AnswerID 102 (correct; 0=selected wrong answer; -1=version not taken""}]",,,
MonthsSinceFirstOpen__NO_TARGET,MonthsSinceFirstOpen,,no_target,1,"1=ManualOpen, 2=CopyOpen, 17=RegisterMirror","Months since the customer's first trading action (position open or mirror registration). DATEDIFF(Month, MIN(FirstOccurred), @date) from Fact_FirstCustomerAction WHERE ActionTypeID IN (1=ManualOpen, 2=CopyOpen, 17=RegisterMirror). (Tier 2 — Fact_FirstCustomerAction)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DailyPanel_Copy.md"", ""line_no"": 256, ""claimed_pairs"": ""1=ManualOpen; 2=CopyOpen; 17=RegisterMirror""}]",,,
NetProfit_Other__NO_TARGET,NetProfit_Other,,no_target,1,"1=Currencies, 2=Commodities, 4=Indices","Realized PnL from closed **FX/CFD** positions (InstrumentTypeID IN 1=Currencies, 2=Commodities, 4=Indices) on `CloseDate`. Computed as `SUM(Dim_Position.NetProfit WHERE InstrumentTypeID IN (1,2,4))`. 0 if no such positions closed. (Tier 2 — SP_eTorian_PnL_NetProfit aggregation of Dim_Position.NetProfit)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_eTorian_NetProfit.md"", ""line_no"": 106, ""claimed_pairs"": ""1=Currencies; 2=Commodities; 4=Indices""}]",,,
NumericCode__NO_TARGET,NumericCode,,no_target,1,"840=USD, 978=EUR, 826=GBP, 36=AUD","ISO 4217 numeric currency code. 840=USD, 978=EUR, 826=GBP, 36=AUD. Standard international code for electronic payment systems. (Tier 3 — WalletDB.Wallet.FiatTypes)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_Wallet/Tables/FiatTypes.md"", ""line_no"": 116, ""claimed_pairs"": ""840=USD; 978=EUR; 826=GBP; 36=AUD""}]",,,
OldSort__NO_TARGET,OldSort,,no_target,1,"1=Bronze, 2=Silver, 3=Gold, 4=Platinum, 5=Platinum Plus, 6=Diamond","Previous tier sort order from Dim_PlayerLevel.Sort. NULL for FirstClub events. 1=Bronze, 2=Silver, 3=Gold, 4=Platinum, 5=Platinum Plus, 6=Diamond. Use this column (not OldTier) for rank ordering. (Tier 2 — SP_ClubChangeLogProduct)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ClubChangeLogProduct.md"", ""line_no"": 139, ""claimed_pairs"": ""1=Bronze; 2=Silver; 3=Gold; 4=Platinum; 5=Platinum Plus; 6=Diamond""}]",,,
OpenCashout__NO_TARGET,OpenCashout,,no_target,1,"1=Pending, 2=InProcess, 5=Partially Processed, 14=Pending Review, 15=Under Review","Whether customer has a pending/in-process cashout. 'Yes' if any open cashout exists (CashoutStatusID IN 1=Pending, 2=InProcess, 5=Partially Processed, 14=Pending Review, 15=Under Review), 'No' otherwise. 98.5% are 'No'. (Tier 2 — SP_Risk_PayPalDepositors)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_RiskPayPalDepositors.md"", ""line_no"": 128, ""claimed_pairs"": ""1=Pending; 2=InProcess; 5=Partially Processed; 14=Pending Review; 15=Under Review""}]",,,
OperationTypeId__NO_TARGET,OperationTypeId,,no_target,1,"0=OrderForOpen, 1=OrderForOpenInMirror, 2=OrderForClose, 3=OrderForCloseInMirror, 4=CancelDelayedOrderForOpen, 5=CancelDelayedOrderForClose, 6=CancelOrderForOpen, 7=CancelOrderForClose, 8=OrderForOpenStatusUpdateRejected, 9=OrderForCloseStatusUpdateRejected, 10=OrderForCloseStatusUpdateFilled, 11=OrderForOpenStatusUpdateFilled, 12=PositionClose, 13=PositionCloseByLimit, 14=PositionOpen, 15=OperationalOpenPosition, 16=OperationalClosePosition, 17=OperationalPositionAdjustment, 18=DirectOpenPositi","Primary key. Integer code identifying the trading execution operation type. Values: 0=OrderForOpen, 1=OrderForOpenInMirror, 2=OrderForClose, 3=OrderForCloseInMirror, 4=CancelDelayedOrderForOpen, 5=CancelDelayedOrderForClose, 6=CancelOrderForOpen, 7=CancelOrderForClose, 8=OrderForOpenStatusUpdateRejected, 9=OrderForCloseStatusUpdateRejected, 10=OrderForCloseStatusUpdateFilled, 11=OrderForOpenStatusUpdateFilled, 12=PositionClose, 13=PositionCloseByLimit, 14=PositionOpen, 15=OperationalOpenPosition, 16=OperationalClosePosition, 17=OperationalPositionAdjustment, 18=DirectOpenPosition, 19=DirectClosePosition, 20=OrderForCloseByLimit, 21=OrderForCloseByRate, 22=AdminOrderForOpenWithHedge, 23=AdminOrderForOpenWithoutHedge, 24=AdminPositionOpen. Renamed from `Id` in source. (Tier 2 - SP_Dictionari",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ExecutionOperationType.md"", ""line_no"": 125, ""claimed_pairs"": ""0=OrderForOpen; 1=OrderForOpenInMirror; 2=OrderForClose; 3=OrderForCloseInMirror; 4=CancelDelayedOrderForOpen; 5=CancelDelayedOrderForClose; 6=CancelOrderForOpen; 7=CancelOrderForClose; 8=OrderForOpenStatusUpdateRejected; 9=OrderForCloseStatusUpdateRejected; 10=OrderForCloseStatusUpdateFilled; 11=OrderForOpenStatusUpdateFilled; 12=PositionClose; 13=PositionCloseByLimit; 14=PositionOpen; 15=OperationalOpenPosition; 16=OperationalClosePosition; 17=OperationalPositionAdjustment; 18=DirectOpenPosition; 19=DirectClosePosition; 20=OrderForCloseByLimit; 21=OrderForCloseByRate; 22=AdminOrderForOpenWithHedge; 23=AdminOrderForOpenWithoutHedge; 24=AdminPositionOpen""}]",,,
OrderType__NO_TARGET,OrderType,,no_target,1,"1=OpenTrade, 13=EntryOrder, 16=EntryOrderByUnits","Dictionary.OrderType at open. 1=OpenTrade, 13=EntryOrder, 16=EntryOrderByUnits, etc. (Tier 1 — Trade.PositionTbl)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md"", ""line_no"": 404, ""claimed_pairs"": ""1=OpenTrade; 13=EntryOrder; 16=EntryOrderByUnits""}]",,,
ParentID__NO_TARGET,ParentID,,no_target,1,"1=Custom, 4=Marketing, 9=Accounting/Ops, 10=R&D, 16=ACT, 23=Obsolete, 35=MT4, 45=Dividend, 48=Inactivity Fee For Non Depositor","Parent reason ID for 2-level hierarchy. NULL for root categories. Non-null values point directly to a root category row. Roots: 1=Custom, 4=Marketing, 9=Accounting/Ops, 10=R&D, 16=ACT, 23=Obsolete, 35=MT4, 45=Dividend, 48=Inactivity Fee For Non Depositor. (Tier 1 - upstream wiki, BackOffice.CompensationReason)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CompensationReason.md"", ""line_no"": 153, ""claimed_pairs"": ""1=Custom; 4=Marketing; 9=Accounting/Ops; 10=R&D; 16=ACT; 23=Obsolete; 35=MT4; 45=Dividend; 48=Inactivity Fee For Non Depositor""}]",,,
PortfolioType__NO_TARGET,PortfolioType,,no_target,1,"1=TopTraders, 2=Partners, 3=Market","Human-readable label for the fund type. Used in the platform UI, fund details pages, and management reporting. Describes the fundamental strategy approach of the fund category. 1=TopTraders, 2=Partners, 3=Market. NULL for PI and RemovedPI CopyTypes. Passthrough from Dim_FundType.FundTypeName via Dim_Fund. (Tier 1 — Dictionary.FundType)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DailyPanel_Copy.md"", ""line_no"": 214, ""claimed_pairs"": ""1=TopTraders; 2=Partners; 3=Market""}]",,,
PositionType__NO_TARGET,PositionType,,no_target,1,"0=CFD, 1=REAL, 255=ILLEGAL","FK to Dictionary.PositionType. 0=CFD, 1=REAL, 255=ILLEGAL. Dividends split by position ownership model. See Section 2.4. (Tier 1 — Trade.IndexDividends)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Index_Dividend_TaxReport_CID_Level.md"", ""line_no"": 139, ""claimed_pairs"": ""0=CFD; 1=REAL; 255=ILLEGAL""}]",,,
Q23_Is_Assessment_Pass__NO_TARGET,Q23_Is_Assessment_Pass,,no_target,1,"1=passed at least one version, 0=attempted but failed all, -1=never attempted","Overall knowledge assessment pass flag. 1=passed at least one version, 0=attempted but failed all, -1=never attempted. 76% pass rate. (Tier 2 -- SP_KYC_Panel)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Knowledge_Assessment.md"", ""line_no"": 131, ""claimed_pairs"": ""1=passed at least one version; 0=attempted but failed all; -1=never attempted""}]",,,
RefreshIntervalMonths__NO_TARGET,RefreshIntervalMonths,,no_target,1,"1=monthly, 2=bimonthly, 3=quarterly","Rebalance interval in months. Job_GenerateFundAllocation uses this to compute Trade.FundInterval.PlannedEnd: adds this many months to PlannedStart. Sample: 1=monthly, 2=bimonthly, 3=quarterly. (Tier 1 — Trade.Fund)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Fund.md"", ""line_no"": 141, ""claimed_pairs"": ""1=monthly; 2=bimonthly; 3=quarterly""}]",,,
RevShare__NO_TARGET,RevShare,,no_target,1,"75=Internal, 0.85=Bronze/Silver/Gold/Platinum, 0.90=Platinum Plus","Club-tier revenue share as decimal fraction. Values: 0.75=Internal, 0.85=Bronze/Silver/Gold/Platinum, 0.90=Platinum Plus. Derived by Club tier mapping. (Tier 2 — EXW_Staking ETL enrichment)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Tables/Staking_BI_Version_ETH_Transactions.md"", ""line_no"": 170, ""claimed_pairs"": ""75=Internal; 85=Bronze/Silver/Gold/Platinum; 90=Platinum Plus""}]",,,
Sort__NO_TARGET,Sort,,no_target,1,"0=Internal/N/A, 1=Bronze, 2=Silver, 3=Gold, 4=Platinum, 5=Platinum Plus, 6=Diamond","Display order for tier hierarchy. 0=Internal/N/A, 1=Bronze, 2=Silver, 3=Gold, 4=Platinum, 5=Platinum Plus, 6=Diamond. Use ASC sort on this column for correct tier rank ordering. (Tier 1 - upstream wiki, Dictionary.PlayerLevel)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerLevel.md"", ""line_no"": 144, ""claimed_pairs"": ""0=Internal/N/A; 1=Bronze; 2=Silver; 3=Gold; 4=Platinum; 5=Platinum Plus; 6=Diamond""}]",,,
Status__NO_TARGET,Status,,no_target,1,"0=Pending, 4=Correction Pending, 1=In Progress, 2=Completed","Lifecycle: 0=Pending, 4=Correction Pending, 1=In Progress, 2=Completed. Predominantly 2 (completed) since BI_DB_DailyDividendsByPosition filters Status=2 at source. (Tier 1 — Trade.IndexDividends)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Index_Dividend_TaxReport_CID_Level.md"", ""line_no"": 146, ""claimed_pairs"": ""0=Pending; 4=Correction Pending; 1=In Progress; 2=Completed""}]",,,
StatusID__NO_TARGET,StatusID,,no_target,1,"1=Pending, 2=Failed, 3=Completed","Numeric lifecycle status of this staking operation. Values: 1=Pending, 2=Failed, 3=Completed. Source: WalletDB.Staking.StakingStatuses (latest status per staking Id). For ETH program records, expected Completed (3). (Tier 2 — WalletDB.Staking.StakingStatuses)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Tables/Staking_BI_Version_ETH_Transactions.md"", ""line_no"": 179, ""claimed_pairs"": ""1=Pending; 2=Failed; 3=Completed""}]",,,
TypeID__NO_TARGET,TypeID,,no_target,1,"1=eToroX, 2=US, 3=Germany, 4=eToro DA, 5=eToro SEY","Regulatory T&C type identifier. Values: 1=eToroX, 2=US, 3=Germany, 4=eToro DA, 5=eToro SEY. Sourced from WalletDB_Wallet_TermsAndConditions.TypeId; SP filters to only these 5 regulatory types. (Tier 2 — SP_EXW_WalletRegulation)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_WalletRegulation.md"", ""line_no"": 127, ""claimed_pairs"": ""1=eToroX; 2=US; 3=Germany; 4=eToro DA; 5=eToro SEY""}]",,,
UserInteractionActionId__NO_TARGET,UserInteractionActionId,,no_target,1,"1=Open, 14=Accept, 15=Decline","Interaction action type: 1=Open, 14=Accept, 15=Decline. Filtered from ComplianceStateDB UserInteractionDetails. (Tier 2 — SP_QMMF_Report, ComplianceStateDB)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_QMMF_Report.md"", ""line_no"": 121, ""claimed_pairs"": ""1=Open; 14=Accept; 15=Decline""}]",,,
CardType__Dim_CardType,CardType,Dim_CardType,clean,2,"0=None, 1=Visa, 2=Master Card, 3=Diners, 4=Amex, 5=Fire Pay, 6=JCB, 7=American Express, 8=Maestro, 9=Laser, 10=Switch, 11=UK Local Credit Card, 12=Discover, 13=Local Card, 14=China Union Pay, 15=Solo, 16=Cirrus, 17=GE Capital","Card brand name. Unique constraint prevents duplicates in production. Used in payment UI, transaction records, and fraud reporting. Renamed from `Name` in production. 0=None, 1=Visa, 2=Master Card, 3=Diners, 4=Amex, 5=Fire Pay, 6=JCB, 7=American Express, 8=Maestro, 9=Laser, 10=Switch, 11=UK Local Credit Card, 12=Discover, 13=Local Card, 14=China Union Pay, 15=Solo, 16=Cirrus, 17=GE Capital. Passthrough from Dim_CardType.CarTypeName. (Tier 1 — Dictionary.CardType)","Card brand name. Unique constraint prevents duplicates in production. Used in payment UI, transaction records, and fraud reporting. Renamed from `Name` in production. FK to Dim_CardType. Passthrough from Dim_CardType.CarTypeName. (Tier 1 — Dictionary.CardType)",[],[],[],knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CardType.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Deposit_Reversals_PIPs.md"", ""line_no"": 127, ""claimed_pairs"": ""0=None; 1=Visa; 2=Master Card; 3=Diners; 4=Amex; 5=Fire Pay; 6=JCB; 7=American Express; 8=Maestro; 9=Laser; 10=Switch; 11=UK Local Credit Card; 12=Discover; 13=Local Card; 14=China Union Pay; 15=Solo; 16=Cirrus; 17=GE Capital""}, {""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_EY_Audit_Cashouts.md"", ""line_no"": 152, ""claimed_pairs"": ""0=None; 1=Visa; 2=Master Card; 3=Diners; 4=Amex; 5=Fire Pay; 6=JCB; 7=American Express; 8=Maestro; 9=Laser; 10=Switch; 11=UK Local Credit Card; 12=Discover; 13=Local Card; 14=China Union Pay; 15=Solo; 16=Cirrus; 17=GE Capital""}]",,,
CarTypeName__Dim_CardType,CarTypeName,Dim_CardType,clean,1,"0=None, 1=Visa, 2=Master Card, 3=Diners, 4=Amex, 5=Fire Pay, 6=JCB, 7=American Express, 8=Maestro, 9=Laser, 10=Switch, 11=UK Local Credit Card, 12=Discover, 13=Local Card, 14=China Union Pay, 15=Solo, 16=Cirrus, 17=GE Capital","Card brand name. Unique constraint prevents duplicates in production. Used in payment UI, transaction records, and fraud reporting. Renamed from `Name` in production. 0=None, 1=Visa, 2=Master Card, 3=Diners, 4=Amex, 5=Fire Pay, 6=JCB, 7=American Express, 8=Maestro, 9=Laser, 10=Switch, 11=UK Local Credit Card, 12=Discover, 13=Local Card, 14=China Union Pay, 15=Solo, 16=Cirrus, 17=GE Capital. (Tier 1 — Dictionary.CardType)","Card brand name. Unique constraint prevents duplicates in production. Used in payment UI, transaction records, and fraud reporting. Renamed from `Name` in production. FK to Dim_CardType. (Tier 1 — Dictionary.CardType)",[],[],[],knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CardType.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CardType.md"", ""line_no"": 100, ""claimed_pairs"": ""0=None; 1=Visa; 2=Master Card; 3=Diners; 4=Amex; 5=Fire Pay; 6=JCB; 7=American Express; 8=Maestro; 9=Laser; 10=Switch; 11=UK Local Credit Card; 12=Discover; 13=Local Card; 14=China Union Pay; 15=Solo; 16=Cirrus; 17=GE Capital""}]",,,
CreditCardType__Dim_CardType,CreditCardType,Dim_CardType,clean,1,"0=None, 1=Visa, 2=Master Card, 3=Diners, 4=Amex, 5=Fire Pay, 6=JCB, 7=American Express, 8=Maestro, 9=Laser, 10=Switch, 11=UK Local Credit Card, 12=Discover, 13=Local Card, 14=China Union Pay, 15=Solo, 16=Cirrus, 17=GE Capital","Card brand name. Unique constraint prevents duplicates in production. Used in payment UI, transaction records, and fraud reporting. Renamed from `Name` in production. 0=None, 1=Visa, 2=Master Card, 3=Diners, 4=Amex, 5=Fire Pay, 6=JCB, 7=American Express, 8=Maestro, 9=Laser, 10=Switch, 11=UK Local Credit Card, 12=Discover, 13=Local Card, 14=China Union Pay, 15=Solo, 16=Cirrus, 17=GE Capital. (Tier 1 — Dictionary.CardType)","Card brand name. Unique constraint prevents duplicates in production. Used in payment UI, transaction records, and fraud reporting. Renamed from `Name` in production. FK to Dim_CardType. (Tier 1 — Dictionary.CardType)",[],[],[],knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CardType.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Deposits.md"", ""line_no"": 136, ""claimed_pairs"": ""0=None; 1=Visa; 2=Master Card; 3=Diners; 4=Amex; 5=Fire Pay; 6=JCB; 7=American Express; 8=Maestro; 9=Laser; 10=Switch; 11=UK Local Credit Card; 12=Discover; 13=Local Card; 14=China Union Pay; 15=Solo; 16=Cirrus; 17=GE Capital""}]",,,
EV_MatchStatusID__Dim_EvMatchStatus,EV_MatchStatusID,Dim_EvMatchStatus,clean,1,"0=None, 1=PartiallyVerified, 2=Verified, 3=NotVerified","EV match status code. 0=None, 1=PartiallyVerified, 2=Verified, 3=NotVerified. Derived from History_BackOfficeCustomer. (Tier 2 — SP_Operations_Onboarding_Flow_UserKPIs)",EV match status code. FK to Dim_EvMatchStatus. Derived from History_BackOfficeCustomer. (Tier 2 — SP_Operations_Onboarding_Flow_UserKPIs),[],[],[],knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_EvMatchStatus.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Onboarding_Flow_UserKPIs.md"", ""line_no"": 218, ""claimed_pairs"": ""0=None; 1=PartiallyVerified; 2=Verified; 3=NotVerified""}]",,,
FeeOperationTypeID__Dim_FeeOperationTypes,FeeOperationTypeID,Dim_FeeOperationTypes,clean,1,"1=Open (at position entry), 2=Close (at position exit), 3=All (both phases","Fee timing phase: 1=Open (at position entry), 2=Close (at position exit), 3=All (both phases). Referenced by Trade.FixPerLotConfigurations, Trade.FeeInPercentageConfigurations, and fee validation procedures. (Tier 1 — Dictionary.FeeOperationTypes)","Fee timing phase. FK to Dim_FeeOperationTypes. ). Referenced by Trade.FixPerLotConfigurations, Trade.FeeInPercentageConfigurations, and fee validation procedures. (Tier 1 — Dictionary.FeeOperationTypes)",[],[],[],knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FeeOperationTypes.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FeeOperationTypes.md"", ""line_no"": 118, ""claimed_pairs"": ""1=Open (at position entry; 2=Close (at position exit; 3=All (both phases""}]",,,
FundType__Dim_FundType,FundType,Dim_FundType,clean,1,"1=TopTraders (copy-based), 2=Partners (external strategist), 3=Market (thematic index","FK to Dictionary.FundType.FundTypeID. 1=TopTraders (copy-based), 2=Partners (external strategist), 3=Market (thematic index). NULL for older funds. See Dictionary.FundType. (Tier 1 — Trade.Fund)",FK to Dictionary.FundType.FundTypeID. FK to Dim_FundType. ). NULL for older funds. See Dictionary.FundType. (Tier 1 — Trade.Fund),[],[],[],knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FundType.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Fund.md"", ""line_no"": 142, ""claimed_pairs"": ""1=TopTraders (copy-based; 2=Partners (external strategist; 3=Market (thematic index""}]",,,
